,Tweet,anger,disgust,fear,happiness,like,sadness,surprise
310,"Happy new years! tdak minta banyak, tapi kasi banyak laba yang ni na  hahahahahahaha",0,0,0,1,0,0,0
2773,"Awal 2020 yang baik, pagi pagi udah dikasih banjir aja ",0,0,0,0,0,1,0
3654,Urwell minju. Semoga ditahun menjadi tahun yang lebih baik ya,0,0,0,1,0,0,0
1988,"Mau album ikon yang return, wishnya semoga hanbin cepet comeback, amiin yaallah amiin",0,0,0,1,0,0,0
3440,semoga pagi ini diberikan kelancaran dan rezeki yang melimpah aamiin ^^,0,0,0,1,0,0,0
2127,Percuma kamu inget-inget dia yang udah ngelupain kamu. Toh dia juga enggak bakal balik lagi ke kamu.,0,0,0,0,0,1,0
3613,[17's] carat carat~ ada yang punya foto tiket carat land nggak? boleh drop fotonya? makasihhh~,0,0,0,0,1,0,0
1216,segerr kan ya yg ijo tp yang pink enak juga lebih awet gitu baunyaa!!!,0,0,0,0,0,0,1
3453,"Setelah dipikir, siapa yg bakal mikir apa yang kamu rasain. Selamat datang 2020 ditunggu kejutannya",0,0,0,1,0,0,0
4204,Banyak kok tam. Masih banyak yang mensyaratkan 2.75 juga tam. Mangat pak bos!,0,0,0,1,0,0,0
1393,"Cuma tiga cinta yang tdk akan pernah berakhir: cinta ibu pd anaknya,cinta fitri dan cintaku padamu.",0,0,0,0,1,0,0
1611,selamat ulang tahun bagi yang lahir 29 februari 2020 ini semoga bahagia ,0,0,0,1,0,0,0
4143,Selamat yang merayakan tahun baru diluar rumah dan pulang2 mesti beberes banjir,0,0,0,1,0,0,0
1269,Banjir kiriman banjir kiriman puguh mah namanya air ya ngalir tolol lu yang nyumbat bikin banjir.,0,0,0,0,0,1,0
278,"“Biarkan saja dia yang telah lepas pergi Terhempas, jangan lagi kau kejar sebab dia bukan layang-layang”",1,0,0,0,0,0,0
2253,Indonesia emang lagi demam bola tapi cuma bola mata kamu yang bikin aku demam.,0,0,0,0,1,0,0
1025,Semoga kekecewaan kamu terbalas sama sesuatu yang lebih baik lagi ya ,0,0,0,1,0,0,0
1357,Hindari mengaplikasikan trend yg berlebihan ke diri kalian. Karena kalian terkesan tidak memiliki penampilan yang unik & khas.,0,0,1,0,0,0,0
2985,"Satu paket skincare yang dia pakek,oh iya make over se paket juga gpp :) makasih lo",0,0,0,1,0,0,0
3060,Itu mungkin anggota master chef yang sangat mencintai anda huahaha,0,0,0,1,0,0,0
2207,Bismillah. semoga yang baik baik saja untuk tahun 2020,0,0,0,1,0,0,0
322,Uwuuu semangat kak bel happy new year semoga tahun ini tahun yang baik buat kita semua. Ilysm,0,0,0,1,0,0,0
2112,semoga taun ini bahagia dan dijauhkan dari segala duka lara yang membuat hati terluka.,0,0,0,1,0,0,0
898,Awas aja ada yang bilang jakarta banjir karna azab ngerayain tahun baru ya. Kampung.,0,0,1,0,0,0,0
2648,1. Sahabat sejati adalah mereka yang selalu menyayangi & melindungimu dengan tidak mempedulikan 'latar belakangmu',0,0,0,0,1,0,0
3527,Terharu masih ada yang ngetag tag kamu balik! Thank you ya udah mau kenal sama baikjoohyun yang absurd ini,0,0,0,1,0,0,0
3549,#2020NewYear Semoga ditahun inipun aku tetap menjadi seseorang yang tidak mencolok. Yang tidak dikenal banyak orang.,0,0,0,1,0,0,0
3117,Semoga bisa menjadi pribadi yang lebih baik lagi #MingguTerakhir2019,0,0,0,1,0,0,0
4080,"Masih saya pantau siapa yang vc duluan taun ini mungkin adalah jodoh saya :"")",0,0,0,0,0,1,0
3819,"Yang menyusahkan rakyat,  semoga cepat mati.  Rugi negara ini kalau orang2 yang tidak punya perikemanusiaan masih berkuasa.",1,0,0,0,0,0,0
764,alhamdulillah awal tahun disambut oleh hujan. semoga Tuhan memberi rezeki yang melimpah untuk teman teman semua :),0,0,0,1,1,0,0
2259,pagi2 tahun baru udah dibikin emosi sama anak kosan yang mentalnya suka menyalahkan orang lain,1,0,0,0,0,0,0
1917,"Semangat kakakkk!!!! Ayo makannya yang sehat-sehat aja yaaa, semangat terus pokoknyaa ",0,0,0,1,0,0,0
3710,gue on ada yang kangen gue ga sih :(,0,0,0,0,0,1,0
2164,Semoga nanti berhenti hujannya dan dipenuhi oleh lagit yang cerah... aaammminnn Ya Allah ,0,0,0,1,0,0,0
1693,Horeeee Hadiah Tahun Baru Kolam Renang Gratis yang luaaasss... ,0,0,0,1,0,0,0
2607,Lagi mempersiapkan diri jadi ibu yang baik :). Skripsi kapan kelar? Wkwk,0,0,0,1,0,0,0
1687,Bumi terlalu sempurna untuk ku miliki seperti hati mu yang terlalu sempurna untuk ku miliki.,0,0,0,0,1,0,0
1422,Kadang ga ngerti sama orang yang bilang mencintai kita tapi justru malah menyakiti kita. Bentuk cintanya di mana?,0,0,0,0,1,0,0
1467,Nah gitu dong kalau ada yang mt tuh ya dibales walaupun lama setidaknya dihargai wkwkwk,0,0,0,1,0,0,0
1345,"Done kak, btw happy birthday ya kak! Sehat selalu, semoga yang diinginkan terwujud semua ya kak. ",0,0,0,1,0,0,0
86,"Malem tahun baru dengan tidur yang berkualitas, so happy",0,0,0,1,1,0,0
3764,"sehatkanlah Ibu dan Ayahku, bahagiakanlah mereka dalam umur yang panjang dan penuh berkah.",0,0,0,0,1,0,0
592,"heran. kok ada ya org kaya gt, diperlakuin hal yang sama, gamau.",0,0,0,0,0,0,1
3425,“aku mau EXO menjadi grup yang hebat dan menjadi entertainer yang multitalented” – Suho,0,0,0,0,1,0,0
2540,"Selamat Tahun baru, buat yang di hati sudah lama..",0,0,0,1,0,0,0
3004,Teman-teman yang sedang kebanjiran. . semoga segera surut. ,0,0,0,0,0,1,0
2800,nikmatin aja apa yang Tuhan kasih dihidup lo. banyak2 bersyukur biar makin berasa tuh nikmatnya,0,0,0,1,0,0,0
371,"Sepi bengad, nga ada yang mau main ke dm ak apa?!?",1,0,0,0,0,0,1
264,"Bahkan jika kau sebenarnya telah beralih kepada yang lain, aku akan berusaha berbahagia untukmu.",0,0,0,0,1,0,0
1857,"Ahaha kena cuba sesuatu yang baru, lama - lama nanti dah tak awkward.",0,0,0,1,0,0,0
4072,"Tetap semangat kawan"" yang di Jabodetabek yang merasakan dampak banjir, keep safety. #banjir2020",0,0,0,0,0,1,0
340,2020 saya doakan orang2 yang saya sayang panjang umur dan dimurahkan rezeki dan dapat capai apa yang nak dicapai,0,0,0,1,1,0,0
2662,"1 tahun kedepan semoga jadi pribadi yang baik, lebih dekat dengan tuhan, dan membanggakan orang tua",0,0,0,1,1,0,0
2702,"Bye 2019 yang penuh drama, semoga drama ditahun 2019 bisa dijadiin pelajaran",0,0,0,1,0,0,0
3331,"Maksudnya, nasi goreng = nasi yang jelek. Soalnya kalo di bahasa sunda itu, goreng = jelek.",0,0,0,0,1,0,0
1075,Menunggu dan membuat orang lain menunggu adalah hal yang kubenci - Sasori,1,1,0,0,0,0,0
1096,lbh suka merayakan pergantian taun dengan circle pertemanan yang itu-itu aja asal ttp seirama.,0,0,0,1,0,0,0
3950,TL ada yang tau WO buat nikahan? rep ya please lgi butuh banget.. Terimakasih,0,0,0,1,0,0,0
2699,Sekarang aku gendutan gak sih ? kamu tau gak kenapa ? soalnya km udah mengembangkan cinta yang banyak dihatiku,0,0,0,1,1,0,0
1550,gue sedih sama pemikiran manusia manusia yang kalo banjir nyalahin gubernur,0,0,0,0,0,1,0
1066,"Janganlah kau menyakiti hatinya , karena itu hal kecil yang dapat membuatmu menyesal seumur hidupmu",0,0,0,0,0,1,0
287,"Ya Allah, bantu hamba dalam meluruskan setiap masalah yang sedang hamba hadapi.",0,0,0,1,1,0,0
2529,"Stay safe teman-teman saya yang terkena banjir, semoga Allah melindungi kalian semua",0,0,0,0,0,1,0
2046,"ga , masih ada 1 triliun juta miliar ribu orang di Dunia ini yang sama kek lu",0,0,0,1,0,0,0
1290,"Tukang makanan yang ada di depan pada mudik kali ya, laper bener pen masak tapi mager etdah",0,0,0,0,0,1,0
566,"Semoga kedepannya gak ada lagi yang harus terlukai, semoga ada kebahagiaan di tahun 2020",0,0,0,1,0,0,0
225,Aamiin. Sehat selalu juga untuk cees kami. Perjalanan hidup masih panjang. Maksimalkan yang sudah anda mulai!,0,0,0,1,0,0,0
1270,"yes yes recommended banget! resto ini yang bikin aku jadi suka jamur, padahal tadinya ga doyan blas ",0,0,0,1,0,0,0
1764,"Aku tida kuat melihat clip konser semalem. kelingan yang dulu dulu :"")",0,0,1,0,0,0,0
446,@kilo_romeo dasar kadrun... Kelompok bodoh yang ada di Indonesia ini..,1,0,0,0,0,0,0
2623,Sangat menyakitkan apabila mencintai seseorang yang cintanya untuk orang lain. -Riku (Kingdom Hearts),0,0,0,0,0,1,0
3521,“Hadirmu serupa senja menebar segala keindahan dengan Jingga yang memesona lalu tiba-tiba pergi tanpa ada kalimat perpisahan”,0,0,0,1,1,0,0
1842,"semoga 2020 yang diawali banjir air, dipenuhi banjir rejeki setelahnya.",0,0,0,1,0,0,0
667,"Tuhan, rahmatilah aku dengan kesehatan, ketenangan pikiran, kelembutan hati dan rezeki yang penuh berkah. Aamiin",0,0,0,1,1,0,0
1950,"Nah ini yang aku mau, oke next year, aamiin ",0,0,0,1,0,0,0
351,"Entah mengapa, terkadang waktu yang singkat, dapat menyisakan rasa yang begitu kuat.",0,0,0,0,0,1,0
2995,"Gue cuma mau bilang, kalo kalian yang jomblo itu cakep-cakep kok. Cakeeeeeeeep bangeeetttt",0,0,0,1,0,0,0
3007,// Gua kira J x S yang jadi trending topic itu Jiraiya x Tsunade.,0,0,0,0,0,0,1
1731,Ada yang ngadain project buat korban banjir gitu ga sih :(,0,0,0,0,0,1,0
664,"hati-hati minum digelas, kalau terlepas pecahlah nanti, cinta hati selalunya ikhlas, cinta buta yang makan hati.",0,0,0,0,0,1,0
3747,semoga di 2020 tidak terlibat lagi dengan drama drama yang tidak penting,0,0,0,1,0,0,0
3033,"Semoga saudara2ku yang terkena banjir, aman dan selamat. Semoga banjirnya lekas surut ",0,0,0,0,0,1,0
1576,Akulah pria yang selalu berusaha membuatmu lupa bahwa kamu pernah terluka.~,0,0,0,0,1,0,0
2823,happy birthday paaaa yang ke 20 kei? hahahahahhaha cepat sikit tuo tu semoga panjang umur murah rezeki ,0,0,0,1,0,0,0
3012,Goodluck acap. Semoga bahagia hahaha jaga kesihatan yang paling penting.,0,0,0,1,0,0,0
4012,"Semua cowok itu ganteng. Tergantung sebanyak apa uang di rekeningnya, dan semewah mobil yang dikendarainya.",0,0,0,0,1,0,0
884,":"""""""" sedih kalo liat ada yang hujad",0,0,0,0,0,1,0
1807,Happy New Year guys! Benda yang sentiasa terbang dari dulu sampai 2020 ialah wang kita...bukan awang ,0,0,0,1,0,0,0
3045,Semoga yang ketimpa banjir semoga airnya cepetcepet surut da kasian :(,0,0,0,0,0,1,0
326,"woww, kini rupanya arung jeram bisa dilakukan dengan mobil.Terima kasih paduka yang mulia Tuan Presiden",0,0,0,0,1,0,1
1692,hepi nu yirr 2020 semoga yang di semogakan bisa tersemogakan.,0,0,0,1,0,0,0
3139,"Bunaaa, udah makan yang bener belum?! Coba berobat atau minum ibat generik",0,0,0,0,0,0,1
2165,Stay safe semua yang dikelilingi air banjir!!!!!,0,0,1,0,0,1,0
96,Terimakasih untuk dirimu yang mencintaiku yg tau segala kekuranganku :),0,0,0,1,1,0,0
4037,"Oke cil, selamat tahun baru juga! Semoga hal yang baik selalu datang ke kita semua!",0,0,0,1,0,0,0
2536,"Musibah gak ada yang tau, itu Allah negur umatny sih :)",0,0,0,0,1,0,0
120,"Bersyukur 2019 pernah jatuh, setidaknya menjelang 2020 bibit dari biji-biji buah yang jatuh ketanah kini mulai bertumbuh.",0,0,0,1,1,0,0
2695,Semoga kakak nyaman di tempat kerja yang baru terus rejekinya tambah banyak aminn,0,0,0,1,0,0,0
1246,Tapi kenapa banyak cewe yang waxing???????,0,0,0,0,0,0,1
3452,kamu adalah salah satu hal yang tak bisa ku miliki :') #mblo,0,0,0,0,0,1,0
2887,Tetaplah memuji Tuhan bahkan ketika kamu tidak mengerti apa yang Dia sedang lakukan padamu,0,0,0,0,1,0,0
1369,"Awal taun yang keujanan, kek lagi totok wajah dear. Nyeri ",0,0,0,0,0,1,0
2886,Moga aman aman aja orang yang dirumah kamu atau sekitarnya yaaa :(,0,0,0,0,0,1,0
4193,Tahun ni aku dah 27. Aku sampaikan ucap selamat kepada semua yang sama umur dengan aku,0,0,0,1,0,0,0
858,"Tunjukkan kepada mereka yang belum tertutup mata hatinya. Untuk para hater, gak ada katakata untuk kalian",0,1,0,0,0,0,0
939,"Semoga yang kebanjiran cepet surut, dan mobil mobil yang kelelep ngga pada kanyut aminn",0,0,1,0,0,0,0
785,terimakasih buat sarjana kesehataan masyarakat yang sudah peduli dengan kesehatan masyarakatnya ,0,0,0,1,0,0,0
1754,akhirnya yang lahir tanggal 29 februari tahun ini merayakan ulang tahunnya ya. xixi selamat ya,0,0,0,1,0,0,0
3156,Pengen main tapi hujan dan gak ada yang ngajak:(,0,0,0,0,0,1,0
3812,"""Aku tahu aku bukan cinta pertama Anda, tapi saya harap saya akan menjadi yang terakhir untuk Anda""",0,0,0,0,1,0,0
502,"Apa kabar yang di jakarta? semoga sehat sehat ya, semua keadaan baik. Aamiin. #Banjir",0,0,0,0,0,1,0
2282,"Waah mereka emang asli goals friends bgt laah, bisa nih di ship sama orang2 yang suka hal2 beginian.",0,0,0,1,0,0,1
320,"ikut yang febuari er, wkwkwk besok gua ukmppd lokal :((( takut",0,0,1,0,0,0,0
2939,Terimakasih 2019 sudah memberi diriku pembelajaran dan kehilangan orang yang ku sayangi dan sangat berarti dalam hidupku,0,0,0,1,0,0,0
1888,jadi kemarin ditemukan mayat di daerah perumahan gue. ternyata yang ngebunuh itu perempuan.... fak serem,0,0,0,0,0,1,1
1458,Terima kasih telah mengkhianatiku. Kamu memang orang yang salah untukku.,1,0,0,0,0,1,0
555,"Baru kali ini ngeliat langsung banjir yang nyampe setinggi itu, stay safe everyone!",0,0,1,0,0,0,0
3981,"“Dan karenamu, aku percaya diri untuk jalani hidup yang penuh rintangan ini” -Hinata Hyuuga",0,0,0,0,1,0,0
822,Udah Tahun 2020 kok gak ada yang berubah ya ? masih begini aja liatnya ?,0,0,0,0,0,0,1
3570,Bodoh la laki ni hahahaha perangai mcm gampang  ada yang kena gunting ni. Aku angin betul la ,1,0,0,0,0,0,0
1,Pray untuk wilayah wilayah yang terkena banjir.. Semoga cepat surut banjirnya ,0,0,0,0,0,1,0
3263,Obati hatiku..berikan aku kecintaan kepadaMu..jangan Engkau hinakan hatiku ini dengan berharap kepada selainMu.. Wahai Dzat yang maha penyayang,0,0,0,0,1,0,0
2523,aamiin makasih doanya ava kembaran!!! semoga doa yang baik juga bakal balik ke kamu yaaa <33,0,0,1,0,0,0,0
3189,Selamat Tahun Baru... Semoga diberikan kesihatan yang baik dan ceria selalu...,0,0,0,1,0,0,0
1000,Page 1 of 365. Semoga yang sedang direncanakan berjalan dengan baik.,0,0,0,1,0,0,0
139,Apa kamu masih ingat sama apa yang pernah kamu ucap? lupa ya? hmm yaudahlah,1,0,0,0,0,0,0
1604,"( get well soon, Kkura mun! istirahat yang cukup, makan yang cukuuup!  )",0,0,0,1,0,0,0
1605,semoga 2020 menjadi tahun yang lebih baik dari tahun sebelumnya amiin ,0,0,0,1,0,0,0
1318,Mencintai tak hanya sekedar untuk dicintai. Tetapi bagaimana menjaga dan menghargai perasaan yang disebut cinta.,0,0,0,0,1,0,0
3101,Semoga tahun baru ni dimurahkan rezeki yang melimpah dan tak tinggal solat amin ,0,0,0,1,0,0,0
2275,"""Lubang dihati hanya bisa diisi oleh orang lain yaitu orang yang sangat berarti bagimu"". -Kakashi-",0,0,0,0,0,1,0
2145,"Nah lho, lu lagi gak lancar. Makan yang lancar dan jangan stress dong",1,0,0,0,0,0,0
1211,Ya Tuhanku sesungguhnya aku memerlukan sesuatu kebaikan yang Engkau turunkan kepadaku (QS 28:24),0,0,0,0,1,0,0
3585,"untuk kamu yang masih bertahan dengan sifatku yang aneh ini, aku mencintai mu :)",0,0,0,0,1,0,0
713,Wahahaha gage yang soompi na yan. Hhaha. BAka xa iboxing ko. Hhahahh,0,0,0,1,0,0,0
3840,Ayah.. Ibu.. Semoga Tuhan membalas semua kebaikan-kebaikanmu dengan sesuatu yang 'lebih'. Aamiin,0,0,0,1,1,0,0
1679,Semoga tahun 2020 ini menjadi pribadi yang lebih baik lagi,0,0,0,1,0,0,0
3348,"""Cinta tidak memiliki apapun yang ingin kau dapatkan, tapi cinta memiliki semua yang ingin kau berikan"".",0,0,0,0,1,0,0
2372,Astagfirullah Bang Saka gimana ga panik? Bangun-bangun gelap kirain aku yang buta tiba-tiba.,1,0,1,0,0,0,0
3918,semoga tahun ini jadi tahun yang baik buat kita semua yaa! ,0,0,0,1,0,0,0
2837,10. Anak IPA tapi benci pelajaran IPA khususnya yang eksak. Tapi aku suka pelajaran biologi.,0,0,0,0,0,1,0
3566,Semangat buat teman teman yang terdampak banjir. Moga lekas surut ya. Jangan lupa jaga kesehatan.,0,0,0,0,0,1,0
2968,Semangat buat eventnya kak tiw! Aku dateng yang di cabang jogja ajaa ,0,0,0,1,0,0,0
3752,carilah orang yang kau mau. apabila sudah lelah aku tetap ditempat yang sama.,0,0,0,0,1,1,0
744,"stay safe yaa buat yang kena banjir, love youu<3",0,0,0,0,0,1,0
3324,Ini yang pada memaki pak Nasarudin pasti kalau makan nggak pernah pakai sendok :D :D :D,0,1,0,0,0,0,0
757,Banjir datang dikala tahun baru datang. Semoga kita selalu dalam lindungan Tuhan yang maha kuasa.,0,0,1,0,0,0,0
3784,"Masih gangerti sama yang part eue di depan ortu. Itu bener-bener iblis si, parah",1,0,0,0,0,0,0
401,Semoga hujan sepanjang hari ini menjadi hujan yang bermanfaat untuk kita semua.,0,0,0,1,1,0,0
2958,"pdhl udh berusaha jadi yang paling bisa di banggakan, tp knp mereka msh minta yang lebih lebih lagi?",0,0,0,0,0,1,0
3959,2020 tahun dengan angka yang cantik semoga tahun ini hidupku secantik angkanya :),0,0,0,1,0,0,0
891,1 januari... banyak jalanan Ibukota yang kena banjir.. semoga cepet surut,0,0,0,0,0,1,0
1863,"happy new year sayangs saya, ada yang datang, ada yang pergi tapi kita harungi jela 2020 ni ",0,0,0,1,0,0,0
552,"Teman-teman yang kena banjir, semoga banjir cepat surut ya.. ",0,0,0,0,0,1,0
2230,Met taun baru uga cacaaa semoga tahun ini dapet yang baik-baik,0,0,0,1,0,0,0
2329,"apakah kau tak menyesal bila mencintaiku,karena aku bukanlah orang yang sempurna yang selalu banyak melakukan kesalahan.",0,0,0,0,1,0,0
160,Stay safe yang kebanjiran. Semoga lekas surut aamiin.,0,0,0,0,0,1,0
2077,"God please safe org2 baik di luar sana yang gak punya tempat tinggal tetap, ameen",0,0,0,0,0,1,0
2753,Semoga mendapatkan pekerjaan yang tetap dan gaji yg berkah aamiin,0,0,0,1,0,0,0
1367,"Ngga enak banget nunggu, apalagi yang ditunggu malah pura - pura tidak tahu.",1,0,0,0,0,0,0
378,"alhamdulillah rumah w gak kena banjir. stay safe ya semua yang kebanjiran, semoga cepet surut, sehat2 semuaaa",0,0,0,1,0,0,0
129,"Semoga cepet surut banjir"" nyaaa. Temen gue ada yang mau nikahan nihh. Semoga dilancarkannn",0,0,0,0,0,1,0
2970,Hari ini di buka dengan senyuman dia yang sedang bersama siapapun itu. Sedikit sakit tapi harus menerima.,0,0,0,0,1,0,0
2710,"Ayah dah otw kantor buat monitoring wilayah yang banjir, padahal ujannya masih lumayan deres",0,0,1,0,0,1,0
1770,"Banyak yang harus disyukuri dari yang lalu, terimakasih. ",0,0,0,1,0,0,0
1452,Selamat tahun baru. Selamat mendapatkan segala hal yang baru.,0,0,0,1,0,0,0
2934,"[] Better to love yourself, karena orang lain pun banyak yang cinta kamu^^",0,0,0,0,1,0,0
1919,"gasuka banget sama manusia yang gapernah ontime. coba kalo dia punya kepentingan sam orang lain, bakal ngerugiin banget",1,0,0,0,0,0,0
1882,"Masya Allah. Baru aja mulai 2020, udah ketinggalan kereta aja  semoga menjadi pengingat yang baik.",0,0,0,0,0,1,0
55,Semoga temen temen yang di daerah Jakarta sekitarnya tetep aman yaaa gak kenapa napa,0,0,0,0,0,1,0
3604,"Suka banyak! Watchlist yang udah aku tonton lumayan banyak, Mbak.",0,0,0,0,1,0,0
3112,"Ya Allah, terimalah doa dan rasa syukur hamba setiap hari. terima kasih atas nikmat dariMu yang tiada terhingga",0,0,0,1,1,0,0
1464,Previewnya mini calendar kayak gimana? Udah hopeless nyari sharing desk calendar yang masih avail,0,0,0,0,0,1,0
3053,Amin makasih doanya risma  doa yang terbaik juga buat kamu ris.makasih ya ,0,0,0,1,1,0,0
608,"tiada yang lebih membahagiakan daripada cinta dan tiada yang lebih menyakitkan dari kehilangan dan dilupakan, cinta",0,0,0,0,1,0,0
2355,"Hey nder, hidupmu bukan tentang nilai, tetap semangat di hidupmu, semoga yang kau inginkan terkabulkan",0,0,0,1,0,0,0
1474,Lagi scrolling IG lalu liat bulan kemaren banyak ya yang merayakan Anniversary. Wah selamat! Bahagia selalu!♡,0,0,0,1,0,0,0
1319,"Memang saya suka ceritanya yang mendebarkan, dan di film pun ceritanya disampaikan dengan baik.",0,0,0,0,1,0,0
3459,"Ternyata Tuhan sesayang itu sama gue,dijauhin dari cowo yang gak bener. Astaga bersyukur bgtttt",0,0,0,1,0,0,0
1949,Wah iya banyak banget. Waktu itu saya malah gak ada yang kesisa alias 0.,0,0,0,1,0,0,0
3038,Makasih ucapannya ya Sius. Selamat tahun baru juga! Semoga 2020 bertambah makin makin yang positif.,0,0,0,1,0,0,0
1214,Dari tahun ketahun memang yang paling enak ya cuma rebahan:(,0,0,0,0,1,0,0
2630,"2020: semoga yang diusahakan tercapai, yang dikejar bersambut. Selamat tahun baru!",0,0,0,1,0,0,0
2861,semoga ga kena banjir ya allah parah bgt liat orang2 yang kena banjir,0,0,0,0,0,1,0
3628,Kau tau apa yang kubenci? Aku benci ketika aku rindu namun yang kurindukan sedang merindukan yang lain.,1,0,0,0,0,1,0
509,Tanyarl buat teman-teman yang lagi terdampak atlantis gitu mck nya gimana ya? kasian :( semoga cepat surut ya,0,0,0,0,0,1,0
1999,Dari semua NCT 127 gue ga akan kaget kalo Johnny punya pacar. Kalo yang lain baru kaget,0,0,0,0,0,0,1
1572,Berkah hujannya merata.....coba kesejahteraan yang merata. Pasti every body willl be happy ya.....,0,0,1,0,0,0,0
2579,"Stay safe, waspada dengan hewan-hewan yang berkeliaran. Tadi ada video ular di banjir. ",0,0,1,0,0,0,0
455,"Kita pakai Spek yang Lebih Bagus , dengan pemilihan komponen yang baik akan didapat kualitas yang lebih optimal ..",0,0,0,0,1,0,0
2238,"Semoga selalu dalam lindungan Allah, Dan selau didekatkan Dan dipertemukan dengan orgorg baik yang semakin mendekatkan kita dengan pencipta",0,0,0,0,1,0,0
1780,"Dear ibu, engkau sesosok wanita yang harus menjelma menjadi laki-laki penafkah anak2nya. Menjalani hidup dgn 2 kepribadian ",0,0,0,0,1,0,0
2720,"Wkwkw,kucingnya auto pilot,kayak pemprov dki,wkwk,dki lagi yang kena deh,",0,0,0,1,1,0,0
2345,semoga di tahun baru ini yang perasaan cantik bisa jadi benar2 cantik!,0,0,0,1,0,0,0
3552,"Semoga di tahun ini bisa menjadi pribadi yang lebih baik lagi,amin.",0,0,0,1,0,0,0
1962,selamat tahun baru. semoga taun ini dan taun-taun berikutnya adalah segalanya yang baik. ,0,0,0,1,0,0,0
2396,"SUKA BANGETTT kalo ada tokoh fiksi yang pinter dan cerdik dan morally grey, go go gooo",0,0,0,0,1,0,0
2325,Semoga musibah banjir yang melanda beberapa kota di Indonesia segera surut dan keadaan normal kembali.,0,0,0,0,0,1,0
3545,"2020 banyak cita-cita yang harus dicapai, bismillah wisuda dan kerja! Yokk semangat!!!",0,0,0,1,1,0,0
1867,"Ya Tuhan, semoga hari ini menjadi hari yang baik untuku dan orang orang di sekitarku",0,0,0,0,1,0,0
3206,"Jangan sampai bangga saat dirimu jadi yang nomor satu, namun bangga lah saat dirimu berguna buat orang lain",0,0,0,0,1,0,0
2817,Semua yang terbaik buat kalian!!! @NCTsmtown @WayV_official,0,0,0,1,0,0,0
3677,Aamiin Dan yang belum menikah semoga cepat bertemu jodoh dan menikah,0,0,0,1,0,0,0
2007,Seketika sedih mikirin gimana kucing2 di Jakarta yang kena banjir ,0,0,0,0,0,1,0
2574,"beli makanan dimana mana rame bgt, yang buka juga dikit ampun perut gua udh teriak teriak ini:(",0,1,0,0,0,1,0
2070,"Daripada air yang meluap dimana-mana, mendingan cintaku aja deh yang luber-luber biar ga bikin bencana :(",0,0,0,0,0,1,0
3386,wkwkwkwk kayaknya tahun ini jadi ulang tahun tersepi krna pasti banyak yang gapeduli,0,0,0,1,0,0,0
472,"hari ini harusnya aku yang pulang, tapi kok malah mbah yang pulang :(",0,0,0,0,0,1,0
1060,Awal dari tahun 2020 menjadi awal yang buruk buat gua,0,0,0,0,0,1,0
618,"don't cry, akan ada pelangi setelah hujan deras. banyak yang sayang kinay",0,0,0,1,1,0,0
2193,"Gapapa, aiyin. Bikin aja terus kamu share di edumenfess threadnya siapa tau banyak yang baca jadi bermanfaat",0,0,0,1,0,0,0
856,Aku sangat cinta dengan susu kedelai yang asli maupun yang ini,0,0,0,0,1,0,0
